Nombre,RUT,Curso,Sección,Asignatura,Profesor,Fecha,Tipo,Nota
Luis Rios,10000412-7,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-04-2025,evaluacion,95
Luis Munoz,10000416-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-04-2025,evaluacion,46
Luis Mendez,10000423-2,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-04-2025,evaluacion,40
Luis Carmona,10000445-3,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-04-2025,evaluacion,64
Luis Sepulveda,10000447-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-04-2025,evaluacion,85
Carla Ramirez,10000456-9,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,62
Carla Herrera,10000463-1,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,34
Carla Fuentes,10000467-4,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,91
Carla Alvarez,10000469-0,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,94
Carla Palma,10000471-2,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,66
Carla Rojas,10000472-0,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,70
Carla Soto,10000476-3,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,33
Carla Vargas,10000486-0,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,34
Carla Aguirre,10000491-7,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,83
Carla Serrano,10000494-1,6to Básico,A,Ciencias Naturales,Roberto Palma,10-04-2025,evaluacion,84
Raquel Vera,10000661-8,8vo Básico,A,"Historia, Geografía y Ciencias Sociales",Lorena Bravo,10-04-2025,evaluacion,74
Raquel Vera,10000661-8,8vo Básico,A,Matemáticas,Gustavo Farias,10-04-2025,evaluacion,78
Jose Fernandez,10000702-9,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,10-04-2025,prueba,90
Jose Rodriguez,10000710-K,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,10-04-2025,prueba,82
Jose Silva,10000715-0,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,10-04-2025,prueba,53
Jose Munoz,10000716-9,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,10-04-2025,prueba,73
Sandra Sepulveda,10000797-5,1ro Medio,B,Lenguaje y Comunicación,Ricardo Donoso,10-04-2025,tarea,68
Sandra Campos,10000799-1,1ro Medio,B,Lenguaje y Comunicación,Ricardo Donoso,10-04-2025,tarea,94
Marcos Sanchez,10000808-4,1ro Medio,B,Lenguaje y Comunicación,Ricardo Donoso,10-04-2025,tarea,93
Sandra Sepulveda,10000797-5,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-04-2025,evaluacion,65
Sandra Sepulveda,10000797-5,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-04-2025,evaluacion,76
Sandra Campos,10000799-1,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-04-2025,evaluacion,79
Sandra Campos,10000799-1,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-04-2025,evaluacion,87
Marcos Sanchez,10000808-4,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-04-2025,evaluacion,87
Marcos Sanchez,10000808-4,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-04-2025,evaluacion,80
Esteban Martinez,10000905-6,3ro Medio,A,Educación Ciudadana,Marcos Seguel,10-04-2025,tarea,94
Esteban Valenzuela,10000938-2,3ro Medio,A,Educación Ciudadana,Marcos Seguel,10-04-2025,tarea,94
Esteban Carmona,10000945-5,3ro Medio,B,Matemáticas,Sandra Gomez,10-04-2025,evaluacion,78
Veronica Fernandez,10000952-8,3ro Medio,B,Matemáticas,Sandra Gomez,10-04-2025,evaluacion,90
Veronica Diaz,10000957-9,3ro Medio,B,Matemáticas,Sandra Gomez,10-04-2025,evaluacion,93
Veronica Rodriguez,10000960-9,3ro Medio,B,Matemáticas,Sandra Gomez,10-04-2025,evaluacion,94
Veronica Arancibia,10000968-4,3ro Medio,B,Matemáticas,Sandra Gomez,10-04-2025,evaluacion,32
Carlos Diaz,10000157-8,2do Básico,B,Lenguaje y Comunicación,Lucía Fernández,11-04-2025,tarea,55
Carlos Tapia,10000193-4,3ro Básico,A,Matemáticas,Martín Gómez,11-04-2025,tarea,83
Martin Perez,10000203-5,3ro Básico,A,Matemáticas,Martín Gómez,11-04-2025,tarea,30
Martin Diaz,10000207-8,3ro Básico,A,Matemáticas,Martín Gómez,11-04-2025,tarea,97
Martin Rodriguez,10000210-8,3ro Básico,A,Matemáticas,Martín Gómez,11-04-2025,tarea,94
Sofia Rojas,10000272-8,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,11-04-2025,tarea,91
Sofia Ibarra,10000280-9,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,11-04-2025,tarea,74
Sofia Aguirre,10000291-4,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,11-04-2025,tarea,93
Sofia Leiva,10000292-2,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,11-04-2025,tarea,91
Sofia Sepulveda,10000297-3,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,11-04-2025,tarea,98
Javier Perez,10000303-1,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,11-04-2025,tarea,39
Javier Martinez,10000305-8,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,11-04-2025,tarea,32
Luis Rios,10000412-7,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,92
Luis Rios,10000412-7,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,96
Luis Munoz,10000416-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,49
Luis Munoz,10000416-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,55
Luis Mendez,10000423-2,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,44
Luis Mendez,10000423-2,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,44
Luis Carmona,10000445-3,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,84
Luis Carmona,10000445-3,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,61
Luis Sepulveda,10000447-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,65
Luis Sepulveda,10000447-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,11-04-2025,prueba,90
Marcos Herrera,10000813-0,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,99
Marcos Navarro,10000814-9,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,56
Marcos Cortes,10000829-7,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,69
Marcos Nunez,10000832-7,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,64
Marcos Cruz,10000837-8,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,94
Marcos Tapia,10000843-2,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,72
Marcos Serrano,10000844-0,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,36
Patricia Lopez,10000850-5,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,71
Patricia Gomez,10000854-8,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,11-04-2025,prueba,34
Patricia Diaz,10000857-2,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,11-04-2025,prueba,92
Patricia Rojas,10000872-6,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,11-04-2025,prueba,96
Patricia Salinas,10000881-5,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,11-04-2025,prueba,97
Patricia Valenzuela,10000888-2,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,11-04-2025,prueba,82
Patricia Sepulveda,10000897-1,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,11-04-2025,prueba,70
Patricia Benitez,10000898-K,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,11-04-2025,prueba,83
Esteban Martinez,10000905-6,3ro Medio,A,Química,Daniela Segura,11-04-2025,tarea,91
Esteban Valenzuela,10000938-2,3ro Medio,A,Química,Daniela Segura,11-04-2025,tarea,71
Esteban Carmona,10000945-5,3ro Medio,B,Biología,Jose Perez,11-04-2025,evaluacion,92
Veronica Fernandez,10000952-8,3ro Medio,B,Biología,Jose Perez,11-04-2025,evaluacion,85
Veronica Diaz,10000957-9,3ro Medio,B,Biología,Jose Perez,11-04-2025,evaluacion,94
Veronica Rodriguez,10000960-9,3ro Medio,B,Biología,Jose Perez,11-04-2025,evaluacion,100
Veronica Arancibia,10000968-4,3ro Medio,B,Biología,Jose Perez,11-04-2025,evaluacion,69
Catalina Gomez,10001054-2,4to Medio,B,Matemáticas,Maria Labbe,11-04-2025,evaluacion,87
Catalina Cortes,10001079-8,4to Medio,B,Matemáticas,Maria Labbe,11-04-2025,evaluacion,95
Catalina Gomez,10001054-2,4to Medio,B,Filosofía,Maria Labbe,11-04-2025,evaluacion,35
Catalina Cortes,10001079-8,4to Medio,B,Filosofía,Maria Labbe,11-04-2025,evaluacion,89
Carlos Diaz,10000157-8,2do Básico,B,Lenguaje y Comunicación,Lucía Fernández,12-04-2025,evaluacion,43
Sofia Rojas,10000272-8,4to Básico,A,Ciencias Naturales,Mariana López,12-04-2025,prueba,96
Sofia Ibarra,10000280-9,4to Básico,A,Ciencias Naturales,Mariana López,12-04-2025,prueba,84
Sofia Aguirre,10000291-4,4to Básico,A,Ciencias Naturales,Mariana López,12-04-2025,prueba,93
Sofia Leiva,10000292-2,4to Básico,A,Ciencias Naturales,Mariana López,12-04-2025,prueba,46
Sofia Sepulveda,10000297-3,4to Básico,A,Ciencias Naturales,Mariana López,12-04-2025,prueba,69
Javier Perez,10000303-1,4to Básico,A,Ciencias Naturales,Mariana López,12-04-2025,prueba,86
Javier Martinez,10000305-8,4to Básico,A,Ciencias Naturales,Mariana López,12-04-2025,prueba,42
Sofia Rojas,10000272-8,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,12-04-2025,prueba,83
Sofia Ibarra,10000280-9,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,12-04-2025,prueba,31
Sofia Aguirre,10000291-4,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,12-04-2025,prueba,92
Sofia Leiva,10000292-2,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,12-04-2025,prueba,96
Sofia Sepulveda,10000297-3,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,12-04-2025,prueba,60
Javier Perez,10000303-1,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,12-04-2025,prueba,87
Javier Martinez,10000305-8,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,12-04-2025,prueba,76
Mariana Vera,10000361-9,5to Básico,A,Ciencias Naturales,Ruben Alvarez,12-04-2025,prueba,87
Mariana Herrera,10000363-5,5to Básico,A,Ciencias Naturales,Ruben Alvarez,12-04-2025,prueba,32
Mariana Vargas,10000386-4,5to Básico,A,Ciencias Naturales,Ruben Alvarez,12-04-2025,prueba,90
Mariana Cruz,10000387-2,5to Básico,A,Ciencias Naturales,Ruben Alvarez,12-04-2025,prueba,92
Mariana Carmona,10000395-3,5to Básico,A,Ciencias Naturales,Ruben Alvarez,12-04-2025,prueba,70
Mariana Quinteros,10000396-1,5to Básico,A,Ciencias Naturales,Ruben Alvarez,12-04-2025,prueba,79
Teresa Mendez,10000573-5,7mo Básico,A,Matemáticas,Claudia Rojas,12-04-2025,prueba,93
Teresa Salinas,10000581-6,7mo Básico,A,Matemáticas,Claudia Rojas,12-04-2025,prueba,58
Jose Mendez,10000723-1,1ro Medio,A,Filosofía,Pedro Segura,12-04-2025,prueba,32
Jose Ortiz,10000727-4,1ro Medio,A,Filosofía,Pedro Segura,12-04-2025,prueba,99
Jose Salinas,10000731-2,1ro Medio,A,Filosofía,Pedro Segura,12-04-2025,prueba,45
Jose Molina,10000740-1,1ro Medio,A,Filosofía,Pedro Segura,12-04-2025,prueba,95
Sandra Herrera,10000763-0,1ro Medio,A,Filosofía,Pedro Segura,12-04-2025,prueba,74
Marcos Herrera,10000813-0,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,90
Marcos Navarro,10000814-9,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,95
Marcos Cortes,10000829-7,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,98
Marcos Nunez,10000832-7,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,63
Marcos Cruz,10000837-8,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,62
Marcos Tapia,10000843-2,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,96
Marcos Serrano,10000844-0,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,30
Patricia Lopez,10000850-5,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,30
Patricia Gomez,10000854-8,2do Medio,A,Educación Ciudadana,Melisa Segura,12-04-2025,tarea,37
Pedro Molina,10000090-3,2do Básico,A,Matemáticas,Lucía Fernández,13-04-2025,tarea,84
Lucia Perez,10000103-9,2do Básico,A,Matemáticas,Lucía Fernández,13-04-2025,tarea,33
Lucia Ramirez,10000106-3,2do Básico,A,Matemáticas,Lucía Fernández,13-04-2025,tarea,47
Lucia Mendez,10000123-3,2do Básico,A,Matemáticas,Lucía Fernández,13-04-2025,tarea,99
Javier Arancibia,10000318-K,4to Básico,B,Ciencias Naturales,Mariana López,13-04-2025,prueba,98
Javier Serrano,10000344-9,4to Básico,B,Ciencias Naturales,Mariana López,13-04-2025,prueba,35
Javier Arancibia,10000318-K,4to Básico,B,Matemáticas,Javier Ramírez,13-04-2025,prueba,66
Javier Serrano,10000344-9,4to Básico,B,Matemáticas,Javier Ramírez,13-04-2025,prueba,89
Teresa Cruz,10000587-5,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,93
Teresa Valenzuela,10000588-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,65
Teresa Quinteros,10000596-4,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,62
Teresa Campos,10000599-9,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,53
Juan Martinez,10000605-7,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,100
Juan Morales,10000609-K,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,50
Juan Rodriguez,10000610-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,97
Juan Arancibia,10000618-9,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,60
Juan Castro,10000620-0,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,44
Juan Bravo,10000624-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,13-04-2025,tarea,95
Raquel Vera,10000661-8,8vo Básico,A,Lenguaje y Comunicación,Lorena Bravo,13-04-2025,tarea,74
Jose Fernandez,10000702-9,8vo Básico,B,Ciencias Naturales,Sergio Vega,13-04-2025,tarea,44
Jose Rodriguez,10000710-K,8vo Básico,B,Ciencias Naturales,Sergio Vega,13-04-2025,tarea,36
Jose Silva,10000715-0,8vo Básico,B,Ciencias Naturales,Sergio Vega,13-04-2025,tarea,97
Jose Munoz,10000716-9,8vo Básico,B,Ciencias Naturales,Sergio Vega,13-04-2025,tarea,98
Jose Mendez,10000723-1,1ro Medio,A,Física,Luis Díaz,13-04-2025,prueba,81
Jose Ortiz,10000727-4,1ro Medio,A,Física,Luis Díaz,13-04-2025,prueba,99
Jose Salinas,10000731-2,1ro Medio,A,Física,Luis Díaz,13-04-2025,prueba,85
Jose Molina,10000740-1,1ro Medio,A,Física,Luis Díaz,13-04-2025,prueba,63
Sandra Herrera,10000763-0,1ro Medio,A,Física,Luis Díaz,13-04-2025,prueba,83
Sandra Sepulveda,10000797-5,1ro Medio,B,Biología,Luis Díaz,13-04-2025,prueba,74
Sandra Campos,10000799-1,1ro Medio,B,Biología,Luis Díaz,13-04-2025,prueba,70
Marcos Sanchez,10000808-4,1ro Medio,B,Biología,Luis Díaz,13-04-2025,prueba,65
Esteban Carmona,10000945-5,3ro Medio,B,Filosofía,Marcos Seguel,13-04-2025,prueba,64
Veronica Fernandez,10000952-8,3ro Medio,B,Filosofía,Marcos Seguel,13-04-2025,prueba,98
Veronica Diaz,10000957-9,3ro Medio,B,Filosofía,Marcos Seguel,13-04-2025,prueba,33
Veronica Rodriguez,10000960-9,3ro Medio,B,Filosofía,Marcos Seguel,13-04-2025,prueba,72
Veronica Arancibia,10000968-4,3ro Medio,B,Filosofía,Marcos Seguel,13-04-2025,prueba,84
Veronica Carmona,10000995-1,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,13-04-2025,tarea,90
Andres Castro,10001020-8,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,13-04-2025,tarea,63
Andres Soto,10001026-7,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,13-04-2025,tarea,51
Andres Ortiz,10001027-5,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,13-04-2025,tarea,35
Catalina Gomez,10001054-2,4to Medio,B,Biología,Adriana Velez,13-04-2025,evaluacion,47
Catalina Cortes,10001079-8,4to Medio,B,Biología,Adriana Velez,13-04-2025,evaluacion,91
Catalina Gomez,10001054-2,4to Medio,B,Química,Doris Castro,13-04-2025,tarea,42
Catalina Cortes,10001079-8,4to Medio,B,Química,Doris Castro,13-04-2025,tarea,41
Ana Benitez,10000048-2,1ro Básico,B,Lenguaje y Comunicación,Ana López,14-04-2025,tarea,35
Ana Campos,10000049-0,1ro Básico,B,Lenguaje y Comunicación,Ana López,14-04-2025,tarea,68
Pedro Vera,10000061-K,1ro Básico,B,Lenguaje y Comunicación,Ana López,14-04-2025,tarea,82
Pedro Alvarez,10000069-5,1ro Básico,B,Lenguaje y Comunicación,Ana López,14-04-2025,tarea,72
Carlos Diaz,10000157-8,2do Básico,B,Lenguaje y Comunicación,Lucía Fernández,14-04-2025,evaluacion,41
Miguel Morales,10000509-3,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,14-04-2025,evaluacion,32
Miguel Arancibia,10000518-2,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,14-04-2025,evaluacion,65
Miguel Ibarra,10000530-1,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,14-04-2025,evaluacion,67
Miguel Nunez,10000532-8,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,14-04-2025,evaluacion,78
Miguel Cruz,10000537-9,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,14-04-2025,evaluacion,79
Miguel Valenzuela,10000538-7,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,14-04-2025,evaluacion,73
Teresa Cruz,10000587-5,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,75
Teresa Valenzuela,10000588-3,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,92
Teresa Quinteros,10000596-4,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,84
Teresa Campos,10000599-9,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,65
Juan Martinez,10000605-7,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,94
Juan Morales,10000609-K,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,90
Juan Rodriguez,10000610-3,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,96
Juan Arancibia,10000618-9,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,79
Juan Castro,10000620-0,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,72
Juan Bravo,10000624-3,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,14-04-2025,prueba,99
Jose Fernandez,10000702-9,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,14-04-2025,tarea,91
Jose Rodriguez,10000710-K,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,14-04-2025,tarea,43
Jose Silva,10000715-0,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,14-04-2025,tarea,56
Jose Munoz,10000716-9,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,14-04-2025,tarea,35
Marcos Herrera,10000813-0,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,68
Marcos Navarro,10000814-9,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,91
Marcos Cortes,10000829-7,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,92
Marcos Nunez,10000832-7,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,89
Marcos Cruz,10000837-8,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,72
Marcos Tapia,10000843-2,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,100
Marcos Serrano,10000844-0,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,33
Patricia Lopez,10000850-5,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,33
Patricia Gomez,10000854-8,2do Medio,A,Educación Ciudadana,Melisa Segura,14-04-2025,evaluacion,33
Veronica Carmona,10000995-1,4to Medio,A,Educación Ciudadana,Felipe Castro,14-04-2025,evaluacion,62
Andres Castro,10001020-8,4to Medio,A,Educación Ciudadana,Felipe Castro,14-04-2025,evaluacion,82
Andres Soto,10001026-7,4to Medio,A,Educación Ciudadana,Felipe Castro,14-04-2025,evaluacion,72
Andres Ortiz,10001027-5,4to Medio,A,Educación Ciudadana,Felipe Castro,14-04-2025,evaluacion,68
Ana Perez,10000003-2,1ro Básico,A,Matemáticas,Ana López,15-04-2025,prueba,35
Ana Silva,10000015-6,1ro Básico,A,Matemáticas,Ana López,15-04-2025,prueba,61
Ana Palma,10000021-0,1ro Básico,A,Matemáticas,Ana López,15-04-2025,prueba,86
Ana Cubillos,10000033-4,1ro Básico,A,Matemáticas,Ana López,15-04-2025,prueba,49
Ana Vargas,10000036-9,1ro Básico,A,Matemáticas,Ana López,15-04-2025,prueba,85
Ana Benitez,10000048-2,1ro Básico,B,Ciencias Naturales,Pedro González,15-04-2025,tarea,34
Ana Campos,10000049-0,1ro Básico,B,Ciencias Naturales,Pedro González,15-04-2025,tarea,71
Pedro Vera,10000061-K,1ro Básico,B,Ciencias Naturales,Pedro González,15-04-2025,tarea,80
Pedro Alvarez,10000069-5,1ro Básico,B,Ciencias Naturales,Pedro González,15-04-2025,tarea,65
Javier Arancibia,10000318-K,4to Básico,B,"Historia, Geografía y Ciencias Sociales",Mariana López,15-04-2025,tarea,78
Javier Serrano,10000344-9,4to Básico,B,"Historia, Geografía y Ciencias Sociales",Mariana López,15-04-2025,tarea,92
Carla Ramirez,10000456-9,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,66
Carla Herrera,10000463-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,97
Carla Fuentes,10000467-4,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,86
Carla Alvarez,10000469-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,62
Carla Palma,10000471-2,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,63
Carla Rojas,10000472-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,97
Carla Soto,10000476-3,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,43
Carla Vargas,10000486-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,67
Carla Aguirre,10000491-7,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,89
Carla Serrano,10000494-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-04-2025,tarea,100
Teresa Mendez,10000573-5,7mo Básico,A,Ciencias Naturales,Claudia Rojas,15-04-2025,tarea,69
Teresa Salinas,10000581-6,7mo Básico,A,Ciencias Naturales,Claudia Rojas,15-04-2025,tarea,88
Teresa Mendez,10000573-5,7mo Básico,A,Matemáticas,Claudia Rojas,15-04-2025,evaluacion,97
Teresa Salinas,10000581-6,7mo Básico,A,Matemáticas,Claudia Rojas,15-04-2025,evaluacion,52
Jose Mendez,10000723-1,1ro Medio,A,Educación Ciudadana,Pedro Segura,15-04-2025,prueba,57
Jose Ortiz,10000727-4,1ro Medio,A,Educación Ciudadana,Pedro Segura,15-04-2025,prueba,58
Jose Salinas,10000731-2,1ro Medio,A,Educación Ciudadana,Pedro Segura,15-04-2025,prueba,61
Jose Molina,10000740-1,1ro Medio,A,Educación Ciudadana,Pedro Segura,15-04-2025,prueba,68
Sandra Herrera,10000763-0,1ro Medio,A,Educación Ciudadana,Pedro Segura,15-04-2025,prueba,99
Marcos Herrera,10000813-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,59
Marcos Navarro,10000814-9,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,89
Marcos Cortes,10000829-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,98
Marcos Nunez,10000832-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,61
Marcos Cruz,10000837-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,91
Marcos Tapia,10000843-2,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,68
Marcos Serrano,10000844-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,100
Patricia Lopez,10000850-5,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,99
Patricia Gomez,10000854-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-04-2025,evaluacion,49
Patricia Diaz,10000857-2,2do Medio,B,Química,Juan Lopez,15-04-2025,tarea,96
Patricia Rojas,10000872-6,2do Medio,B,Química,Juan Lopez,15-04-2025,tarea,39
Patricia Salinas,10000881-5,2do Medio,B,Química,Juan Lopez,15-04-2025,tarea,39
Patricia Valenzuela,10000888-2,2do Medio,B,Química,Juan Lopez,15-04-2025,tarea,54
