nombre,rut,curso,seccion,asignatura,profesor,fecha,tipo,nota,tema
Fernanda Muñoz Figueroa,10000071-7,1ro Básico,B,Artes Visuales,Manuel Romero Cortés,2025-11-18,tarea,4.7,Artes Visuales
Diego Díaz Figueroa,10000146-2,2do Básico,B,Artes Visuales,Manuel Romero Cortés,2025-04-06,evaluacion,6.5,Artes Visuales
Antonia González Torres,10000020-2,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-27,evaluacion,5.0,Ciencias Naturales
Javiera Muñoz Campos,10000073-3,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-11-03,prueba,4.9,Orientación
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-07-10,tarea,4.3,Inglés
Emilia Díaz Gutiérrez,10000143-8,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-07-27,prueba,6.8,Educación Física
Florencia Muñoz Díaz,10000061-k,1ro Básico,B,Educación Física,Francisco Vargas Jiménez,2025-06-10,tarea,4.0,Educación Física
Javiera Rojas Campos,10000118-7,2do Básico,A,Matemáticas,María López García,2025-06-01,evaluacion,6.4,Matemáticas
Daniela Díaz Jara,10000177-2,2do Básico,B,Música,Nicolás Valenzuela Cruz,2025-08-02,prueba,4.5,Música
Matías Muñoz Díaz,10000046-6,1ro Básico,B,Artes Visuales,Manuel Romero Cortés,2025-11-11,evaluacion,4.3,Artes Visuales
Ignacia Muñoz Contreras,10000077-6,1ro Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-05-14,evaluacion,6.7,Lenguaje y Comunicación
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-09-26,evaluacion,5.2,Orientación
Maximiliano Rojas López,10000109-8,2do Básico,A,Música,Francisca Medina Aros,2025-09-02,prueba,6.6,Música
Diego Muñoz Figueroa,10000056-3,1ro Básico,B,Inglés,Renata Contreras Vera,2025-04-08,prueba,6.3,Inglés
Joaquín Rojas Espinoza,10000111-k,2do Básico,A,Matemáticas,Ana González Muñoz,2025-05-17,evaluacion,6.1,Matemáticas
Mateo Díaz Torres,10000170-5,2do Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-08-21,evaluacion,6.6,Lenguaje y Comunicación
Cristóbal Rojas Alarcón,10000119-5,2do Básico,A,Tecnología,Trinidad Santana Ibarra,2025-03-12,evaluacion,5.7,Tecnología
Alberto Rojas Figueroa,10000131-4,2do Básico,A,Inglés,Maximiliano Espinoza Molina,2025-04-23,prueba,6.3,Inglés
Diego Díaz Figueroa,10000146-2,2do Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-09,evaluacion,4.9,Ciencias Naturales
Cristóbal Rojas Alarcón,10000119-5,2do Básico,A,Educación Física,Antonia Castro Campos,2025-10-29,prueba,6.5,Educación Física
Gabriela González Alarcón,10000044-k,1ro Básico,A,Tecnología,Trinidad Santana Ibarra,2025-12-03,tarea,4.5,Tecnología
Tomás Muñoz Ramírez,10000054-7,1ro Básico,B,Artes Visuales,Manuel Romero Cortés,2025-04-24,evaluacion,4.8,Artes Visuales
Valentina González Contreras,10000002-4,1ro Básico,A,Música,Francisca Medina Aros,2025-11-30,prueba,4.0,Música
Matías González Díaz,10000001-6,1ro Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-08-15,prueba,6.0,Tecnología
Josefa Rojas Alarcón,10000104-7,2do Básico,A,Orientación,Andrés Poblete Oyarzún,2025-06-10,tarea,5.9,Orientación
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Orientación,Constanza Riquelme Carvajal,2025-10-14,evaluacion,6.4,Orientación
Renata Díaz López,10000169-1,2do Básico,B,Ciencias Naturales,Diego Morales Soto,2025-07-02,tarea,4.0,Ciencias Naturales
Matías Rojas Díaz,10000091-1,2do Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-04-05,tarea,6.6,Lenguaje y Comunicación
Nicolás Muñoz González,10000060-1,1ro Básico,B,Tecnología,Samuel Jara Bustos,2025-03-20,evaluacion,4.2,Tecnología
Roberto Muñoz Campos,10000088-1,1ro Básico,B,Artes Visuales,Manuel Romero Cortés,2025-03-15,tarea,4.2,Artes Visuales
Josefa González Alarcón,10000014-8,1ro Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-03-30,evaluacion,4.4,Artes Visuales
Matías Díaz Díaz,10000136-5,2do Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-03-06,prueba,6.0,Ciencias Naturales
Gabriela González Alarcón,10000044-k,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-03-20,tarea,6.8,Ciencias Naturales
Gabriel González Contreras,10000017-2,1ro Básico,A,Tecnología,Trinidad Santana Ibarra,2025-04-13,tarea,4.5,Tecnología
Javiera Muñoz Campos,10000073-3,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-04-29,prueba,5.0,Matemáticas
Amanda Díaz Cortés,10000145-4,2do Básico,B,Matemáticas,Ana González Muñoz,2025-12-19,tarea,5.3,Matemáticas
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-03-26,evaluacion,4.6,Lenguaje y Comunicación
Matías Rojas Díaz,10000091-1,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-05-03,evaluacion,6.5,Tecnología
Isidora Díaz Espinoza,10000141-1,2do Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-03-27,prueba,6.0,Orientación
Roberto González Campos,10000043-1,1ro Básico,A,Música,Francisca Medina Aros,2025-06-10,evaluacion,4.4,Música
Vicente Díaz Jara,10000162-4,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-03-25,tarea,6.5,Educación Física
Joaquín Rojas Espinoza,10000111-k,2do Básico,A,Música,Vicente Tapia Iglesias,2025-08-27,evaluacion,6.9,Música
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-07-26,tarea,4.7,Matemáticas
Eduardo Díaz Ramírez,10000174-8,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-03-10,evaluacion,4.6,Lenguaje y Comunicación
Emilia González Gutiérrez,10000008-3,1ro Básico,A,Educación Física,Sebastián Silva Morales,2025-11-26,prueba,6.7,Educación Física
Lucas Rojas Torres,10000095-4,2do Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-06-16,tarea,5.1,Lenguaje y Comunicación
Joaquín González Espinoza,10000021-0,1ro Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-11-28,tarea,5.1,Matemáticas
Andrés Muñoz Díaz,10000076-8,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-06-14,prueba,6.3,Matemáticas
Manuel Muñoz Sepúlveda,10000078-4,1ro Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-08-04,prueba,7.0,Lenguaje y Comunicación
Amanda Díaz Cortés,10000145-4,2do Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-03-12,tarea,6.3,Orientación
Mateo Muñoz Torres,10000080-6,1ro Básico,B,Educación Física,Sebastián Silva Morales,2025-12-16,tarea,4.2,Educación Física
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-06-19,prueba,6.1,Artes Visuales
María José Díaz Ramírez,10000159-4,2do Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-05-17,prueba,5.3,Lenguaje y Comunicación
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-08-02,evaluacion,4.6,Ciencias Naturales
Fernanda Rojas Figueroa,10000116-0,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-04-09,tarea,4.3,Orientación
Cristóbal Muñoz Alarcón,10000074-1,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-03-19,tarea,5.8,Matemáticas
Constanza Díaz Vega,10000157-8,2do Básico,B,Inglés,Maximiliano Espinoza Molina,2025-12-01,tarea,6.4,Inglés
Maximiliano Rojas López,10000109-8,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-04-03,tarea,6.9,Ciencias Naturales
Felipe Rojas Gutiérrez,10000113-6,2do Básico,A,Educación Física,Sebastián Silva Morales,2025-05-12,tarea,6.2,Educación Física
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-06-01,tarea,4.2,Lenguaje y Comunicación
Fernanda González Figueroa,10000026-1,1ro Básico,A,Música,Francisca Medina Aros,2025-06-25,evaluacion,6.9,Música
Agustín Rojas Vega,10000097-0,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-08-22,tarea,4.3,Ciencias Naturales
Maximiliano González López,10000019-9,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-05-02,evaluacion,5.3,Matemáticas
Gabriel González Contreras,10000017-2,1ro Básico,A,Educación Física,Sebastián Silva Morales,2025-06-25,tarea,6.5,Educación Física
Carolina Muñoz Cortés,10000085-7,1ro Básico,B,Educación Física,Antonia Castro Campos,2025-07-08,prueba,4.4,Educación Física
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Música,Francisca Medina Aros,2025-10-19,tarea,4.5,Música
Daniela Muñoz Jara,10000087-3,1ro Básico,B,Tecnología,Samuel Jara Bustos,2025-07-23,tarea,5.0,Tecnología
Manuel Díaz Sepúlveda,10000168-3,2do Básico,B,Música,Vicente Tapia Iglesias,2025-03-10,evaluacion,4.1,Música
Mateo González Torres,10000035-0,1ro Básico,A,Música,Vicente Tapia Iglesias,2025-05-03,tarea,6.0,Música
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Inglés,Renata Contreras Vera,2025-05-06,evaluacion,5.1,Inglés
Manuel Rojas Sepúlveda,10000123-3,2do Básico,A,Educación Física,Sebastián Silva Morales,2025-06-23,evaluacion,6.6,Educación Física
María José González Ramírez,10000024-5,1ro Básico,A,Tecnología,Samuel Jara Bustos,2025-03-06,evaluacion,6.0,Tecnología
Alberto González Figueroa,10000041-5,1ro Básico,A,Inglés,Maximiliano Espinoza Molina,2025-09-09,evaluacion,5.1,Inglés
Catalina Muñoz Jara,10000057-1,1ro Básico,B,Música,Francisca Medina Aros,2025-07-29,evaluacion,5.7,Música
Joaquín Díaz Espinoza,10000156-k,2do Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-09-06,prueba,6.3,Ciencias Naturales
Sofía Díaz González,10000135-7,2do Básico,B,Tecnología,Trinidad Santana Ibarra,2025-04-16,prueba,4.0,Tecnología
Javiera González Campos,10000028-8,1ro Básico,A,Orientación,Constanza Riquelme Carvajal,2025-12-24,tarea,4.5,Orientación
Sebastián Muñoz Cortés,10000070-9,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-09-22,tarea,4.5,Tecnología
Sofía Muñoz González,10000045-8,1ro Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-03-24,tarea,7.0,Lenguaje y Comunicación
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Música,Nicolás Valenzuela Cruz,2025-11-18,evaluacion,4.9,Música
Cristóbal Díaz Alarcón,10000164-0,2do Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-06-15,tarea,4.8,Orientación
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Música,Vicente Tapia Iglesias,2025-09-25,tarea,4.5,Música
Daniela Muñoz Jara,10000087-3,1ro Básico,B,Artes Visuales,Isidora Flores Paredes,2025-03-01,prueba,6.2,Artes Visuales
Renata Muñoz López,10000079-2,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-10-23,tarea,5.4,Matemáticas
Vicente Díaz Jara,10000162-4,2do Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-04-08,tarea,7.0,Ciencias Naturales
Fernanda Rojas Figueroa,10000116-0,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-11-25,tarea,5.0,Tecnología
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,Diego Morales Soto,2025-08-17,tarea,6.5,Ciencias Naturales
Antonia Muñoz Torres,10000065-2,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-08-07,evaluacion,6.1,Lenguaje y Comunicación
Josefa Rojas Alarcón,10000104-7,2do Básico,A,Matemáticas,María López García,2025-11-21,prueba,5.7,Matemáticas
Florencia Rojas Díaz,10000106-3,2do Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-11-23,evaluacion,4.9,Lenguaje y Comunicación
Gabriel Díaz Contreras,10000152-7,2do Básico,B,Inglés,Maximiliano Espinoza Molina,2025-06-02,tarea,4.8,Inglés
Diego González Figueroa,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-12-05,evaluacion,5.0,Lenguaje y Comunicación
Matías González Díaz,10000001-6,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-03-13,evaluacion,6.5,Lenguaje y Comunicación
Amanda González Cortés,10000010-5,1ro Básico,A,Orientación,Andrés Poblete Oyarzún,2025-11-13,prueba,6.2,Orientación
Sebastián González Cortés,10000025-3,1ro Básico,A,Tecnología,Trinidad Santana Ibarra,2025-10-29,tarea,4.2,Tecnología
Catalina González Jara,10000012-1,1ro Básico,A,Inglés,Renata Contreras Vera,2025-04-06,evaluacion,4.5,Inglés
Isidora Díaz Espinoza,10000141-1,2do Básico,B,Inglés,Renata Contreras Vera,2025-03-10,evaluacion,6.4,Inglés
Joaquín Muñoz Espinoza,10000066-0,1ro Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-11-18,tarea,4.9,Artes Visuales
Joaquín Díaz Espinoza,10000156-k,2do Básico,B,Matemáticas,María López García,2025-05-27,tarea,4.2,Matemáticas
Valentina Díaz Contreras,10000137-3,2do Básico,B,Música,Vicente Tapia Iglesias,2025-06-22,tarea,5.0,Música
Ignacia González Contreras,10000032-6,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-05-25,evaluacion,4.3,Matemáticas
Emilia Rojas Gutiérrez,10000098-9,2do Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-10-15,tarea,4.7,Lenguaje y Comunicación
Florencia Rojas Díaz,10000106-3,2do Básico,A,Música,Francisca Medina Aros,2025-03-03,evaluacion,6.0,Música
Victoria Muñoz Gutiérrez,10000083-0,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-11-03,tarea,6.5,Tecnología
Felipe Díaz Gutiérrez,10000158-6,2do Básico,B,Artes Visuales,Isidora Flores Paredes,2025-05-16,evaluacion,4.2,Artes Visuales
Martina Rojas López,10000094-6,2do Básico,A,Matemáticas,María López García,2025-08-22,prueba,4.1,Matemáticas
Isidora Rojas Espinoza,10000096-2,2do Básico,A,Música,Francisca Medina Aros,2025-07-13,tarea,5.3,Música
Roberto Díaz Campos,10000178-0,2do Básico,B,Artes Visuales,Isidora Flores Paredes,2025-05-21,evaluacion,6.8,Artes Visuales
Constanza Muñoz Vega,10000067-9,1ro Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-03-27,prueba,4.7,Orientación
Mateo González Torres,10000035-0,1ro Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-03-18,evaluacion,6.5,Matemáticas
Joaquín Díaz Espinoza,10000156-k,2do Básico,B,Artes Visuales,Isidora Flores Paredes,2025-03-20,evaluacion,5.3,Artes Visuales
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Educación Física,Sebastián Silva Morales,2025-06-01,prueba,5.7,Educación Física
Vicente Rojas Jara,10000117-9,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-06-03,tarea,4.2,Orientación
Mateo Muñoz Torres,10000080-6,1ro Básico,B,Música,Vicente Tapia Iglesias,2025-12-04,tarea,5.7,Música
Emilia Muñoz Gutiérrez,10000053-9,1ro Básico,B,Matemáticas,María López García,2025-11-16,evaluacion,6.1,Matemáticas
Cristóbal Muñoz Alarcón,10000074-1,1ro Básico,B,Matemáticas,María López García,2025-05-09,evaluacion,6.2,Matemáticas
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-04-05,evaluacion,4.0,Lenguaje y Comunicación
Diego Rojas Figueroa,10000101-2,2do Básico,A,Inglés,Maximiliano Espinoza Molina,2025-12-21,tarea,4.9,Inglés
Tomás Díaz Ramírez,10000144-6,2do Básico,B,Artes Visuales,Manuel Romero Cortés,2025-04-06,evaluacion,7.0,Artes Visuales
Sofía Rojas González,10000090-3,2do Básico,A,Educación Física,Antonia Castro Campos,2025-04-18,evaluacion,4.1,Educación Física
Santiago Díaz Campos,10000148-9,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-05-19,evaluacion,7.0,Orientación
Ángel Rojas Vega,10000127-6,2do Básico,A,Matemáticas,Ana González Muñoz,2025-04-03,tarea,5.3,Matemáticas
Trinidad Rojas Sepúlveda,10000108-k,2do Básico,A,Ciencias Naturales,Diego Morales Soto,2025-11-07,evaluacion,6.9,Ciencias Naturales
Emilia Díaz Gutiérrez,10000143-8,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-05-10,tarea,6.2,Educación Física
Diego Rojas Figueroa,10000101-2,2do Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-06-28,tarea,4.0,Matemáticas
Agustín Muñoz Vega,10000052-0,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-03-03,tarea,6.9,Orientación
Emilia González Gutiérrez,10000008-3,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-07-29,tarea,5.4,Matemáticas
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-08-01,evaluacion,5.9,Lenguaje y Comunicación
Santiago Muñoz Campos,10000058-k,1ro Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-09-09,tarea,6.5,Ciencias Naturales
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-03-24,prueba,4.5,Ciencias Naturales
Mateo Rojas Torres,10000125-k,2do Básico,A,Educación Física,Antonia Castro Campos,2025-07-17,evaluacion,5.0,Educación Física
Francisca Muñoz Espinoza,10000081-4,1ro Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-06-04,evaluacion,4.4,Tecnología
Nicolás Rojas González,10000105-5,2do Básico,A,Música,Vicente Tapia Iglesias,2025-06-23,tarea,6.2,Música
Vicente Díaz Jara,10000162-4,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-05-10,tarea,4.4,Orientación
Ignacia Díaz Contreras,10000167-5,2do Básico,B,Inglés,Renata Contreras Vera,2025-04-08,evaluacion,5.7,Inglés
Sebastián González Cortés,10000025-3,1ro Básico,A,Artes Visuales,Isidora Flores Paredes,2025-03-07,tarea,5.4,Artes Visuales
Lucas González Torres,10000005-9,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-30,tarea,6.9,Ciencias Naturales
Andrés Muñoz Díaz,10000076-8,1ro Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-03-21,prueba,4.4,Orientación
Manuel González Sepúlveda,10000033-4,1ro Básico,A,Orientación,Constanza Riquelme Carvajal,2025-03-05,tarea,5.5,Orientación
Roberto Rojas Campos,10000133-0,2do Básico,A,Matemáticas,María López García,2025-07-29,prueba,4.8,Matemáticas
Felipe González Gutiérrez,10000023-7,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-07-22,evaluacion,4.1,Ciencias Naturales
Santiago Díaz Campos,10000148-9,2do Básico,B,Inglés,Joaquín Araya Peña,2025-04-12,tarea,5.1,Inglés
Isidora Díaz Espinoza,10000141-1,2do Básico,B,Educación Física,Antonia Castro Campos,2025-05-14,evaluacion,4.2,Educación Física
Tomás González Ramírez,10000009-1,1ro Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-10-06,tarea,6.0,Orientación
Carolina Díaz Cortés,10000175-6,2do Básico,B,Tecnología,Trinidad Santana Ibarra,2025-04-09,tarea,5.5,Tecnología
Antonia Rojas Torres,10000110-1,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-06-11,tarea,4.5,Ciencias Naturales
Constanza González Vega,10000022-9,1ro Básico,A,Matemáticas,María López García,2025-08-01,prueba,4.1,Matemáticas
Constanza Muñoz Vega,10000067-9,1ro Básico,B,Educación Física,Antonia Castro Campos,2025-03-31,tarea,4.2,Educación Física
Ángel Díaz Vega,10000172-1,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-06-09,evaluacion,5.2,Orientación
Victoria Díaz Gutiérrez,10000173-k,2do Básico,B,Educación Física,Sebastián Silva Morales,2025-10-12,prueba,6.3,Educación Física
Renata Díaz López,10000169-1,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-12-19,evaluacion,6.5,Orientación
Vicente Rojas Jara,10000117-9,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-03-11,tarea,6.4,Ciencias Naturales
Catalina Rojas Jara,10000102-0,2do Básico,A,Inglés,Joaquín Araya Peña,2025-09-30,tarea,4.5,Inglés
Maximiliano Rojas López,10000109-8,2do Básico,A,Orientación,Andrés Poblete Oyarzún,2025-04-20,evaluacion,5.1,Orientación
Tomás Rojas Ramírez,10000099-7,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-06-14,prueba,6.3,Orientación
Diego Muñoz Figueroa,10000056-3,1ro Básico,B,Educación Física,Francisco Vargas Jiménez,2025-09-13,prueba,6.1,Educación Física
Roberto Díaz Campos,10000178-0,2do Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-04-14,evaluacion,5.9,Lenguaje y Comunicación
Eduardo Rojas Ramírez,10000129-2,2do Básico,A,Orientación,Andrés Poblete Oyarzún,2025-05-19,tarea,6.7,Orientación
Roberto Muñoz Campos,10000088-1,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-04-24,evaluacion,6.3,Matemáticas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-08-12,tarea,5.2,Matemáticas
Isidora Díaz Espinoza,10000141-1,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-09-02,evaluacion,6.8,Orientación
Carolina Rojas Cortés,10000130-6,2do Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-03-01,tarea,6.0,Artes Visuales
Gabriel Muñoz Contreras,10000062-8,1ro Básico,B,Educación Física,Antonia Castro Campos,2025-08-22,tarea,6.5,Educación Física
Santiago Muñoz Campos,10000058-k,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-10-05,tarea,5.4,Orientación
Emilia González Gutiérrez,10000008-3,1ro Básico,A,Ciencias Naturales,Diego Morales Soto,2025-12-13,prueba,4.5,Ciencias Naturales
Vicente Díaz Jara,10000162-4,2do Básico,B,Inglés,Joaquín Araya Peña,2025-04-09,evaluacion,4.8,Inglés
Valentina González Contreras,10000002-4,1ro Básico,A,Tecnología,Trinidad Santana Ibarra,2025-04-16,tarea,7.0,Tecnología
Constanza Muñoz Vega,10000067-9,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-11-22,tarea,6.1,Lenguaje y Comunicación
Cristóbal Díaz Alarcón,10000164-0,2do Básico,B,Tecnología,Trinidad Santana Ibarra,2025-03-27,evaluacion,6.5,Tecnología
Ignacia González Contreras,10000032-6,1ro Básico,A,Música,Vicente Tapia Iglesias,2025-08-03,prueba,5.2,Música
Constanza Rojas Vega,10000112-8,2do Básico,A,Música,Francisca Medina Aros,2025-11-10,tarea,7.0,Música
Cristóbal Muñoz Alarcón,10000074-1,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-11-21,prueba,5.2,Lenguaje y Comunicación
Andrés Muñoz Díaz,10000076-8,1ro Básico,B,Artes Visuales,Isidora Flores Paredes,2025-07-23,tarea,4.3,Artes Visuales
Ángel Díaz Vega,10000172-1,2do Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-04,evaluacion,6.5,Ciencias Naturales
Vicente Rojas Jara,10000117-9,2do Básico,A,Matemáticas,Ana González Muñoz,2025-05-18,evaluacion,6.7,Matemáticas
Fernanda Muñoz Figueroa,10000071-7,1ro Básico,B,Tecnología,Samuel Jara Bustos,2025-09-08,prueba,6.4,Tecnología
Emilia Rojas Gutiérrez,10000098-9,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-03-14,evaluacion,5.2,Artes Visuales
Alberto Rojas Figueroa,10000131-4,2do Básico,A,Inglés,Joaquín Araya Peña,2025-12-20,evaluacion,5.0,Inglés
Emilia Díaz Gutiérrez,10000143-8,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-07-27,prueba,6.0,Artes Visuales
Roberto Rojas Campos,10000133-0,2do Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-12-08,tarea,4.5,Matemáticas
Mateo Rojas Torres,10000125-k,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-12-23,evaluacion,6.0,Tecnología
Maite Rojas González,10000120-9,2do Básico,A,Educación Física,Francisco Vargas Jiménez,2025-06-14,evaluacion,6.4,Educación Física
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Educación Física,Sebastián Silva Morales,2025-07-12,tarea,4.4,Educación Física
Diego González Figueroa,10000011-3,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-17,evaluacion,6.8,Ciencias Naturales
Ignacia González Contreras,10000032-6,1ro Básico,A,Educación Física,Sebastián Silva Morales,2025-08-16,prueba,5.3,Educación Física
Ángel González Vega,10000037-7,1ro Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-05-26,prueba,6.0,Artes Visuales
Diego Díaz Figueroa,10000146-2,2do Básico,B,Tecnología,Trinidad Santana Ibarra,2025-05-15,prueba,5.6,Tecnología
Constanza Rojas Vega,10000112-8,2do Básico,A,Artes Visuales,Manuel Romero Cortés,2025-06-28,evaluacion,4.3,Artes Visuales
Valentina Díaz Contreras,10000137-3,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-11-10,tarea,5.0,Artes Visuales
Alberto Rojas Figueroa,10000131-4,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-03-28,prueba,6.9,Tecnología
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-07-28,prueba,4.5,Lenguaje y Comunicación
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-12-14,tarea,5.5,Ciencias Naturales
Matías Díaz Díaz,10000136-5,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-03-13,tarea,5.0,Lenguaje y Comunicación
Ignacia Díaz Contreras,10000167-5,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-12-27,evaluacion,5.5,Lenguaje y Comunicación
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-03-21,evaluacion,5.3,Inglés
Fernanda Díaz Figueroa,10000161-6,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-09-17,prueba,4.2,Lenguaje y Comunicación
Benjamín Rojas Sepúlveda,10000093-8,2do Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-06-09,evaluacion,5.3,Artes Visuales
Antonia González Torres,10000020-2,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-08-26,tarea,5.2,Lenguaje y Comunicación
Vicente Rojas Jara,10000117-9,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-04-03,tarea,6.8,Orientación
