nombre,rut,curso,seccion,fecha,estado
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-06-26,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-06-27,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-06-30,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-01,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-02,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-03,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-04,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-21,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-22,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-23,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-24,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-25,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-28,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-29,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-30,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-07-31,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-01,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-04,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-05,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-06,justificado
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-07,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-08,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-11,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-12,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-13,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-14,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-18,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-19,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-20,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-21,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-22,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-25,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-26,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-27,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-28,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-08-29,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-01,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-02,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-03,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-04,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-05,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-08,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-09,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-10,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-11,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-12,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-15,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-16,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-17,justificado
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-22,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-23,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-24,tardanza
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-25,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-26,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-29,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-09-30,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-01,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-02,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-03,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-06,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-07,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-08,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-09,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-10,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-13,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-14,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-15,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-16,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-17,tardanza
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-20,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-21,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-22,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-23,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-24,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-27,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-28,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-29,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-10-30,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-03,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-04,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-05,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-06,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-07,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-10,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-11,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-12,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-13,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-14,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-17,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-18,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-19,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-20,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-21,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-24,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-25,presente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-26,tardanza
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-27,ausente
Isidora González Espinoza,10000006-7,1ro Básico,A,2025-11-28,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-03,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-04,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-05,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-06,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-07,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-10,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-11,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-12,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-13,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-14,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-17,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-18,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-19,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-20,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-21,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-24,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-25,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-26,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-27,justificado
Agustín González Vega,10000007-5,1ro Básico,A,2025-03-28,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-01,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-02,tardanza
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-03,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-04,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-07,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-08,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-09,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-10,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-11,tardanza
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-14,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-15,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-16,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-17,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-21,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-22,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-23,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-24,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-25,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-28,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-29,tardanza
Agustín González Vega,10000007-5,1ro Básico,A,2025-04-30,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-02,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-05,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-06,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-07,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-08,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-09,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-12,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-13,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-14,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-15,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-16,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-19,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-20,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-22,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-23,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-26,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-27,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-28,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-29,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-05-30,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-02,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-03,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-04,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-05,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-06,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-09,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-10,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-11,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-12,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-13,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-16,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-17,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-18,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-19,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-23,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-24,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-25,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-26,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-27,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-06-30,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-01,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-02,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-03,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-04,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-21,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-22,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-23,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-24,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-25,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-28,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-29,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-30,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-07-31,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-01,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-04,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-05,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-06,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-07,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-08,justificado
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-11,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-12,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-13,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-14,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-18,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-19,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-20,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-21,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-22,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-25,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-26,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-27,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-28,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-08-29,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-01,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-02,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-03,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-04,justificado
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-05,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-08,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-09,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-10,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-11,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-12,tardanza
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-15,tardanza
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-16,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-17,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-22,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-23,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-24,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-25,tardanza
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-26,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-29,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-09-30,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-01,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-02,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-03,tardanza
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-06,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-07,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-08,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-09,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-10,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-13,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-14,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-15,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-16,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-17,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-20,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-21,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-22,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-23,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-24,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-27,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-28,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-29,ausente
Agustín González Vega,10000007-5,1ro Básico,A,2025-10-30,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-03,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-04,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-05,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-06,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-07,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-10,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-11,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-12,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-13,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-14,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-17,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-18,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-19,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-20,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-21,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-24,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-25,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-26,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-27,presente
Agustín González Vega,10000007-5,1ro Básico,A,2025-11-28,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-03,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-04,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-05,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-06,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-07,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-10,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-11,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-12,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-13,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-14,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-17,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-18,ausente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-19,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-20,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-21,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-24,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-25,tardanza
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-26,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-27,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-03-28,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-01,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-02,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-03,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-04,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-07,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-08,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-09,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-10,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-11,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-14,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-15,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-16,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-17,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-21,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-22,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-23,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-24,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-25,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-28,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-29,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-04-30,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-02,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-05,justificado
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-06,ausente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-07,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-08,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-09,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-12,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-13,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-14,tardanza
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-15,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-16,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-19,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-20,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-22,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-23,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-26,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-27,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-28,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-29,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-05-30,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-02,ausente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-03,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-04,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-05,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-06,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-09,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-10,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-11,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-12,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-13,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-16,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-17,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-18,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-19,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-23,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-24,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-25,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-26,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-27,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-06-30,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-01,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-02,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-03,tardanza
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-04,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-21,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-22,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-23,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-24,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-25,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-28,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-29,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-30,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-07-31,ausente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-01,ausente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-04,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-05,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-06,ausente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-07,tardanza
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-08,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-11,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-12,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-13,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-14,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-18,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-19,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-20,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-21,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-22,ausente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-25,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-26,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-27,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-28,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-08-29,presente
Emilia González Gutiérrez,10000008-3,1ro Básico,A,2025-09-01,presente
