nombre,rut,curso,seccion,asignatura,profesor,fecha,tipo,nota,tema
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-04-25,prueba,71,Suma y Resta Básica
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-05-15,tarea,97,Figuras Geométricas
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-06-20,prueba,74,Números hasta el 50
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-03-12,tarea,90,Las Vocales
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-03-25,prueba,48,Comprensión Lectora Inicial
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-04-15,tarea,42,Consonantes M, P, L
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-05-05,prueba,87,Lectura de Sílabas
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-05-28,tarea,84,Escritura de Palabras
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-06-25,prueba,72,Lectura de Palabras
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-03-14,tarea,86,Los Seres Vivos
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-03-28,prueba,79,Animales y Plantas
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-04-18,tarea,66,Partes del Cuerpo Humano
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-05-10,prueba,58,Los Sentidos
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-06-05,tarea,96,Hábitos Saludables
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-06-27,prueba,98,Los Animales y sus Características
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-03-17,tarea,45,Mi Familia
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-04-05,prueba,60,La Casa y la Familia
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-04-28,tarea,68,Mi Escuela
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-05-20,prueba,47,La Comunidad
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-06-10,tarea,78,Oficios y Profesiones
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-06-28,prueba,74,Símbolos Patrios
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-07-15,tarea,58,Números hasta el 70
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-08-05,prueba,92,Números hasta el 100
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-08-28,tarea,90,Suma con Reserva
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-09-25,prueba,58,Resta sin Reserva
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-10-23,tarea,86,Problemas Matemáticos
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-11-27,prueba,46,Evaluación Final Matemáticas
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-07-18,tarea,51,Lectura de Oraciones
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-08-08,prueba,95,Comprensión de Textos Breves
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-09-05,tarea,54,La Oración Simple
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-09-30,prueba,80,Artículos y Sustantivos
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-10-28,tarea,78,Escritura Creativa
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-11-28,prueba,66,Evaluación Final Lenguaje
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-07-22,tarea,85,Las Plantas y sus Partes
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-08-12,prueba,74,Ciclo de Vida de las Plantas
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-09-10,tarea,59,El Agua en la Naturaleza
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-10-08,prueba,72,Estados del Agua
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-11-05,tarea,79,El Sol y la Tierra
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-12-03,prueba,63,Evaluación Final Ciencias
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-07-25,tarea,48,Mi País Chile
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-08-15,prueba,48,Regiones de Chile
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-09-12,tarea,85,Fiestas Patrias
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-10-10,prueba,41,Pueblos Originarios
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-11-14,tarea,88,Derechos y Deberes
Diego Espinoza Ramos,10000011-3,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-12-05,prueba,52,Evaluación Final Historia
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-03-10,tarea,74,Números del 0 al 10
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-03-20,prueba,48,Números hasta el 20
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-04-10,tarea,49,Suma sin Reserva
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-04-25,prueba,88,Suma y Resta Básica
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-05-15,tarea,44,Figuras Geométricas
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-06-20,prueba,47,Números hasta el 50
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-03-12,tarea,97,Las Vocales
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-03-25,prueba,100,Comprensión Lectora Inicial
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-04-15,tarea,81,Consonantes M, P, L
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-05-05,prueba,100,Lectura de Sílabas
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-05-28,tarea,42,Escritura de Palabras
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-06-25,prueba,81,Lectura de Palabras
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-03-14,tarea,85,Los Seres Vivos
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-03-28,prueba,61,Animales y Plantas
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-04-18,tarea,61,Partes del Cuerpo Humano
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-05-10,prueba,93,Los Sentidos
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-06-05,tarea,90,Hábitos Saludables
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-06-27,prueba,68,Los Animales y sus Características
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-03-17,tarea,83,Mi Familia
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-04-05,prueba,67,La Casa y la Familia
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-04-28,tarea,92,Mi Escuela
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-05-20,prueba,58,La Comunidad
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-06-10,tarea,84,Oficios y Profesiones
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-06-28,prueba,75,Símbolos Patrios
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-07-15,tarea,46,Números hasta el 70
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-08-05,prueba,67,Números hasta el 100
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-08-28,tarea,88,Suma con Reserva
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-09-25,prueba,87,Resta sin Reserva
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-10-23,tarea,52,Problemas Matemáticos
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-11-27,prueba,49,Evaluación Final Matemáticas
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-07-18,tarea,52,Lectura de Oraciones
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-08-08,prueba,74,Comprensión de Textos Breves
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-09-05,tarea,69,La Oración Simple
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-09-30,prueba,46,Artículos y Sustantivos
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-10-28,tarea,78,Escritura Creativa
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-11-28,prueba,69,Evaluación Final Lenguaje
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-07-22,tarea,96,Las Plantas y sus Partes
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-08-12,prueba,54,Ciclo de Vida de las Plantas
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-09-10,tarea,73,El Agua en la Naturaleza
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-10-08,prueba,76,Estados del Agua
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-11-05,tarea,62,El Sol y la Tierra
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-12-03,prueba,89,Evaluación Final Ciencias
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-07-25,tarea,92,Mi País Chile
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-08-15,prueba,43,Regiones de Chile
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-09-12,tarea,43,Fiestas Patrias
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-10-10,prueba,81,Pueblos Originarios
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-11-14,tarea,69,Derechos y Deberes
Catalina Cortés Fuentes,10000012-1,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-12-05,prueba,80,Evaluación Final Historia
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-03-10,tarea,45,Números del 0 al 10
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-03-20,prueba,78,Números hasta el 20
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-04-10,tarea,67,Suma sin Reserva
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-04-25,prueba,66,Suma y Resta Básica
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-05-15,tarea,65,Figuras Geométricas
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-06-20,prueba,61,Números hasta el 50
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-03-12,tarea,71,Las Vocales
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-03-25,prueba,74,Comprensión Lectora Inicial
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-04-15,tarea,68,Consonantes M, P, L
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-05-05,prueba,76,Lectura de Sílabas
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-05-28,tarea,40,Escritura de Palabras
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-06-25,prueba,84,Lectura de Palabras
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-03-14,tarea,93,Los Seres Vivos
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-03-28,prueba,51,Animales y Plantas
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-04-18,tarea,85,Partes del Cuerpo Humano
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-05-10,prueba,94,Los Sentidos
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-06-05,tarea,68,Hábitos Saludables
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-06-27,prueba,70,Los Animales y sus Características
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-03-17,tarea,84,Mi Familia
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-04-05,prueba,92,La Casa y la Familia
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-04-28,tarea,79,Mi Escuela
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-05-20,prueba,57,La Comunidad
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-06-10,tarea,53,Oficios y Profesiones
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-06-28,prueba,98,Símbolos Patrios
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-07-15,tarea,83,Números hasta el 70
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-08-05,prueba,46,Números hasta el 100
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-08-28,tarea,84,Suma con Reserva
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-09-25,prueba,78,Resta sin Reserva
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-10-23,tarea,46,Problemas Matemáticos
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-11-27,prueba,98,Evaluación Final Matemáticas
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-07-18,tarea,56,Lectura de Oraciones
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-08-08,prueba,84,Comprensión de Textos Breves
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-09-05,tarea,41,La Oración Simple
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-09-30,prueba,63,Artículos y Sustantivos
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-10-28,tarea,67,Escritura Creativa
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-11-28,prueba,67,Evaluación Final Lenguaje
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-07-22,tarea,70,Las Plantas y sus Partes
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-08-12,prueba,62,Ciclo de Vida de las Plantas
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-09-10,tarea,99,El Agua en la Naturaleza
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-10-08,prueba,81,Estados del Agua
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-11-05,tarea,71,El Sol y la Tierra
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-12-03,prueba,65,Evaluación Final Ciencias
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-07-25,tarea,87,Mi País Chile
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-08-15,prueba,43,Regiones de Chile
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-09-12,tarea,97,Fiestas Patrias
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-10-10,prueba,98,Pueblos Originarios
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-11-14,tarea,94,Derechos y Deberes
Santiago Figueroa Bustos,10000013-k,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-12-05,prueba,82,Evaluación Final Historia
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-03-10,tarea,79,Números del 0 al 10
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-03-20,prueba,79,Números hasta el 20
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-04-10,tarea,57,Suma sin Reserva
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-04-25,prueba,59,Suma y Resta Básica
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-05-15,tarea,97,Figuras Geométricas
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-06-20,prueba,97,Números hasta el 50
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-03-12,tarea,41,Las Vocales
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-03-25,prueba,95,Comprensión Lectora Inicial
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-04-15,tarea,68,Consonantes M, P, L
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-05-05,prueba,92,Lectura de Sílabas
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-05-28,tarea,68,Escritura de Palabras
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-06-25,prueba,96,Lectura de Palabras
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-03-14,tarea,45,Los Seres Vivos
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-03-28,prueba,82,Animales y Plantas
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-04-18,tarea,87,Partes del Cuerpo Humano
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-05-10,prueba,87,Los Sentidos
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-06-05,tarea,94,Hábitos Saludables
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-06-27,prueba,66,Los Animales y sus Características
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-03-17,tarea,40,Mi Familia
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-04-05,prueba,92,La Casa y la Familia
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-04-28,tarea,97,Mi Escuela
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-05-20,prueba,58,La Comunidad
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-06-10,tarea,52,Oficios y Profesiones
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Historia, Geografía y Ciencias Sociales,Prof. Roberto Muñoz,2025-06-28,prueba,87,Símbolos Patrios
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-07-15,tarea,91,Números hasta el 70
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-08-05,prueba,88,Números hasta el 100
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-08-28,tarea,60,Suma con Reserva
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-09-25,prueba,73,Resta sin Reserva
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-10-23,tarea,40,Problemas Matemáticos
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Matemáticas,Prof. Luis Morales,2025-11-27,prueba,79,Evaluación Final Matemáticas
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-07-18,tarea,79,Lectura de Oraciones
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-08-08,prueba,90,Comprensión de Textos Breves
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-09-05,tarea,91,La Oración Simple
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-09-30,prueba,93,Artículos y Sustantivos
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-10-28,tarea,76,Escritura Creativa
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Lenguaje y Comunicación,Prof. Carmen López,2025-11-28,prueba,53,Evaluación Final Lenguaje
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-07-22,tarea,40,Las Plantas y sus Partes
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-08-12,prueba,81,Ciclo de Vida de las Plantas
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-09-10,tarea,87,El Agua en la Naturaleza
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-10-08,prueba,76,Estados del Agua
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-11-05,tarea,91,El Sol y la Tierra
Josefa Alarcón Ruiz,10000014-8,1ro Básico,A,Ciencias Naturales,Prof. Ana Torres,2025-12-03,prueba,58,Evaluación Final Ciencias
