nombre,rut,curso,seccion,asignatura,profesor,fecha,tipo,nota,tema
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,4.9,Comprensión Lectora
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.3,Suma y Resta Básica
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,5.9,Los Seres Vivos
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,4.6,Las Vocales y Consonantes
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,4.6,Figuras Geométricas
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.8,Mi Familia y Comunidad
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,6.6,Lectura de Palabras
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,5.7,Números hasta el 50
Daniela Osorio Carvajal,10000042-3,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.1,El Cuerpo Humano
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,4.3,Números hasta el 20
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,5.9,Comprensión Lectora
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.5,Suma y Resta Básica
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.1,Los Seres Vivos
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,5.6,Las Vocales y Consonantes
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,4.6,Figuras Geométricas
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.8,Mi Familia y Comunidad
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,4.3,Lectura de Palabras
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,4.3,Números hasta el 50
Roberto Pavez Saavedra,10000043-1,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.1,El Cuerpo Humano
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-03-15,prueba,6.4,Números hasta el 20
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-03-20,tarea,5.6,Comprensión Lectora
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-04-10,prueba,6.9,Suma y Resta Básica
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,5.7,Los Seres Vivos
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-05-05,prueba,6.7,Las Vocales y Consonantes
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-05-12,tarea,6.2,Figuras Geométricas
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.2,Mi Familia y Comunidad
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Lenguaje,Prof. Carmen López,2025-06-03,prueba,4.8,Lectura de Palabras
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Matemáticas,Prof. Ana Torres,2025-06-10,prueba,5.4,Números hasta el 50
Gabriela Flores Muñoz,10000044-k,1ro Básico,A,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.5,El Cuerpo Humano
Sofía González Martínez,10000045-8,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,5.8,Números hasta el 20
Sofía González Martínez,10000045-8,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,4.9,Comprensión Lectora
Sofía González Martínez,10000045-8,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,5.1,Suma y Resta Básica
Sofía González Martínez,10000045-8,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,5.6,Los Seres Vivos
Sofía González Martínez,10000045-8,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,6.9,Las Vocales y Consonantes
Sofía González Martínez,10000045-8,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.2,Figuras Geométricas
Sofía González Martínez,10000045-8,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.7,Mi Familia y Comunidad
Sofía González Martínez,10000045-8,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,4.9,Lectura de Palabras
Sofía González Martínez,10000045-8,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,5.5,Números hasta el 50
Sofía González Martínez,10000045-8,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.7,El Cuerpo Humano
Matías López Silva,10000046-6,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,4.5,Números hasta el 20
Matías López Silva,10000046-6,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.7,Comprensión Lectora
Matías López Silva,10000046-6,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,4.3,Suma y Resta Básica
Matías López Silva,10000046-6,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.2,Los Seres Vivos
Matías López Silva,10000046-6,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,5.2,Las Vocales y Consonantes
Matías López Silva,10000046-6,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.0,Figuras Geométricas
Matías López Silva,10000046-6,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.7,Mi Familia y Comunidad
Matías López Silva,10000046-6,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,5.9,Lectura de Palabras
Matías López Silva,10000046-6,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,5.5,Números hasta el 50
Matías López Silva,10000046-6,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.6,El Cuerpo Humano
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,5.3,Números hasta el 20
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.5,Comprensión Lectora
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,6.0,Suma y Resta Básica
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.9,Los Seres Vivos
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,5.3,Las Vocales y Consonantes
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.9,Figuras Geométricas
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.1,Mi Familia y Comunidad
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,6.3,Lectura de Palabras
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,4.9,Números hasta el 50
Valentina Rojas Pérez,10000047-4,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.1,El Cuerpo Humano
Benjamín Torres Castro,10000048-2,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,4.8,Números hasta el 20
Benjamín Torres Castro,10000048-2,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,5.3,Comprensión Lectora
Benjamín Torres Castro,10000048-2,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,5.5,Suma y Resta Básica
Benjamín Torres Castro,10000048-2,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.1,Los Seres Vivos
Benjamín Torres Castro,10000048-2,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,4.8,Las Vocales y Consonantes
Benjamín Torres Castro,10000048-2,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,6.0,Figuras Geométricas
Benjamín Torres Castro,10000048-2,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.4,Mi Familia y Comunidad
Benjamín Torres Castro,10000048-2,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,5.3,Lectura de Palabras
Benjamín Torres Castro,10000048-2,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,5.9,Números hasta el 50
Benjamín Torres Castro,10000048-2,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.9,El Cuerpo Humano
Martina Fernández Díaz,10000049-0,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,6.5,Números hasta el 20
Martina Fernández Díaz,10000049-0,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,4.7,Comprensión Lectora
Martina Fernández Díaz,10000049-0,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,6.7,Suma y Resta Básica
Martina Fernández Díaz,10000049-0,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.7,Los Seres Vivos
Martina Fernández Díaz,10000049-0,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,6.5,Las Vocales y Consonantes
Martina Fernández Díaz,10000049-0,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,6.4,Figuras Geométricas
Martina Fernández Díaz,10000049-0,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.1,Mi Familia y Comunidad
Martina Fernández Díaz,10000049-0,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,4.9,Lectura de Palabras
Martina Fernández Díaz,10000049-0,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,4.6,Números hasta el 50
Martina Fernández Díaz,10000049-0,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.7,El Cuerpo Humano
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,4.3,Números hasta el 20
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.1,Comprensión Lectora
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,6.0,Suma y Resta Básica
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.9,Los Seres Vivos
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,5.6,Las Vocales y Consonantes
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.2,Figuras Geométricas
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.9,Mi Familia y Comunidad
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,6.2,Lectura de Palabras
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,5.2,Números hasta el 50
Lucas Muñoz Vargas,10000050-4,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.5,El Cuerpo Humano
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,6.2,Números hasta el 20
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,5.5,Comprensión Lectora
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,4.0,Suma y Resta Básica
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.6,Los Seres Vivos
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,6.7,Las Vocales y Consonantes
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,4.6,Figuras Geométricas
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.3,Mi Familia y Comunidad
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,5.7,Lectura de Palabras
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,4.1,Números hasta el 50
Isidora Ramírez Soto,10000051-2,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,5.0,El Cuerpo Humano
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,5.1,Números hasta el 20
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.7,Comprensión Lectora
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,5.3,Suma y Resta Básica
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.7,Los Seres Vivos
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,5.5,Las Vocales y Consonantes
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,6.1,Figuras Geométricas
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.1,Mi Familia y Comunidad
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,5.9,Lectura de Palabras
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,6.9,Números hasta el 50
Agustín Contreras Núñez,10000052-0,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.4,El Cuerpo Humano
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,5.6,Números hasta el 20
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.6,Comprensión Lectora
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,4.4,Suma y Resta Básica
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.3,Los Seres Vivos
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,6.1,Las Vocales y Consonantes
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,6.5,Figuras Geométricas
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.8,Mi Familia y Comunidad
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,6.0,Lectura de Palabras
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,4.9,Números hasta el 50
Emilia Sepúlveda Morales,10000053-9,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.8,El Cuerpo Humano
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,6.7,Números hasta el 20
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,5.1,Comprensión Lectora
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,6.9,Suma y Resta Básica
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.2,Los Seres Vivos
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,5.2,Las Vocales y Consonantes
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.4,Figuras Geométricas
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.6,Mi Familia y Comunidad
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,4.3,Lectura de Palabras
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,4.3,Números hasta el 50
Tomás Gutiérrez Herrera,10000054-7,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.3,El Cuerpo Humano
Amanda Vega Campos,10000055-5,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,6.8,Números hasta el 20
Amanda Vega Campos,10000055-5,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.9,Comprensión Lectora
Amanda Vega Campos,10000055-5,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,7.0,Suma y Resta Básica
Amanda Vega Campos,10000055-5,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.9,Los Seres Vivos
Amanda Vega Campos,10000055-5,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,5.6,Las Vocales y Consonantes
Amanda Vega Campos,10000055-5,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.8,Figuras Geométricas
Amanda Vega Campos,10000055-5,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.8,Mi Familia y Comunidad
Amanda Vega Campos,10000055-5,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,4.7,Lectura de Palabras
Amanda Vega Campos,10000055-5,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,5.3,Números hasta el 50
Amanda Vega Campos,10000055-5,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.6,El Cuerpo Humano
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,6.7,Números hasta el 20
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.9,Comprensión Lectora
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,5.3,Suma y Resta Básica
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.7,Los Seres Vivos
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,6.9,Las Vocales y Consonantes
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.3,Figuras Geométricas
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.9,Mi Familia y Comunidad
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,5.7,Lectura de Palabras
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,5.2,Números hasta el 50
Diego Espinoza Ramos,10000056-3,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.4,El Cuerpo Humano
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,4.6,Números hasta el 20
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,4.3,Comprensión Lectora
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,4.9,Suma y Resta Básica
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.2,Los Seres Vivos
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,6.5,Las Vocales y Consonantes
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.3,Figuras Geométricas
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.6,Mi Familia y Comunidad
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,5.8,Lectura de Palabras
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,5.0,Números hasta el 50
Catalina Cortés Fuentes,10000057-1,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.8,El Cuerpo Humano
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,7.0,Números hasta el 20
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,4.5,Comprensión Lectora
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,4.2,Suma y Resta Básica
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,4.4,Los Seres Vivos
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,5.9,Las Vocales y Consonantes
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,6.7,Figuras Geométricas
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,5.8,Mi Familia y Comunidad
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,6.8,Lectura de Palabras
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,6.3,Números hasta el 50
Santiago Figueroa Bustos,10000058-k,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,6.7,El Cuerpo Humano
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,5.2,Números hasta el 20
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.6,Comprensión Lectora
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,4.1,Suma y Resta Básica
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,5.4,Los Seres Vivos
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,4.7,Las Vocales y Consonantes
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.0,Figuras Geométricas
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,4.3,Mi Familia y Comunidad
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,6.5,Lectura de Palabras
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,6.1,Números hasta el 50
Josefa Alarcón Ruiz,10000059-8,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.6,El Cuerpo Humano
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,6.0,Números hasta el 20
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,6.0,Comprensión Lectora
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,5.2,Suma y Resta Básica
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.6,Los Seres Vivos
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-05-05,prueba,6.3,Las Vocales y Consonantes
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-05-12,tarea,5.6,Figuras Geométricas
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Historia,Prof. Claudia Soto,2025-05-20,tarea,6.4,Mi Familia y Comunidad
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-06-03,prueba,5.5,Lectura de Palabras
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-06-10,prueba,5.7,Números hasta el 50
Nicolás Jara Ríos,10000060-1,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-06-18,tarea,4.5,El Cuerpo Humano
Florencia Campos Molina,10000061-k,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-03-15,prueba,5.6,Números hasta el 20
Florencia Campos Molina,10000061-k,1ro Básico,B,Lenguaje,Prof. Rosa Vega,2025-03-20,tarea,4.0,Comprensión Lectora
Florencia Campos Molina,10000061-k,1ro Básico,B,Matemáticas,Prof. Luis Morales,2025-04-10,prueba,5.4,Suma y Resta Básica
Florencia Campos Molina,10000061-k,1ro Básico,B,Ciencias,Prof. Roberto Muñoz,2025-04-15,tarea,6.9,Los Seres Vivos
