nombre,rut,username,curso,seccion,fecha,estado
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-04-10,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-04-10,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-04-10,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-04-10,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-04-10,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-04-10,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-04-10,absent
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-04-10,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-04-10,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-04-10,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-04-10,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-04-10,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-04-10,excused
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-04-10,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-04-10,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-04-10,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-04-10,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-04-10,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-04-10,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-04-10,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-04-10,excused
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-04-10,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-04-10,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-04-10,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-04-10,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-04-11,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-04-11,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-04-11,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-04-11,absent
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-04-11,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-04-11,absent
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-04-11,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-04-11,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-04-11,late
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-04-11,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-04-11,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-04-11,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-04-11,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-04-11,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-04-11,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-04-11,excused
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-04-11,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-04-11,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-04-11,absent
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-04-11,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-04-11,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-04-11,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-04-11,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-04-11,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-04-11,excused
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-04-11,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-04-11,late
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-04-11,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-04-11,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-04-11,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-04-11,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-04-11,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-04-11,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-04-11,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-04-11,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-04-11,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-04-11,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-04-11,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-04-11,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-04-11,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-04-11,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-04-11,absent
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-04-11,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-04-11,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-04-11,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-04-14,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-04-14,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-04-14,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-04-14,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-04-14,late
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-04-14,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-04-14,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-04-14,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-04-14,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-04-14,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-04-14,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-04-14,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-04-14,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-04-14,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-04-14,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-04-14,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-04-14,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-04-14,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-04-14,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-04-14,absent
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-04-14,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-04-14,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-04-14,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-04-14,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-04-14,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-04-14,excused
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-04-14,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-04-14,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-04-14,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-04-14,late
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-04-14,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-04-14,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-04-14,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-04-14,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-04-14,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-04-14,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-04-14,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-04-14,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-04-14,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-04-14,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-04-14,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-04-14,late
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-04-14,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-04-14,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-04-14,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-04-15,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-04-15,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-04-15,late
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-04-15,absent
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-04-15,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-04-15,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-04-15,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-04-15,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-04-15,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-04-15,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-04-15,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-04-15,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-04-15,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-04-15,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-04-15,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-04-15,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-04-15,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-04-15,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-04-15,absent
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-04-15,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-04-15,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-04-15,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-04-15,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-04-15,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-04-15,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-04-15,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-04-15,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-04-15,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-04-15,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-04-15,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-04-15,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-04-15,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-04-15,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-04-15,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-04-15,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-04-15,absent
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-04-15,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-04-15,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-04-15,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-04-15,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-04-15,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-04-15,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-04-15,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-04-15,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-04-15,absent
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-04-16,late
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-04-16,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-04-16,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-04-16,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-04-16,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-04-16,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-04-16,late
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-04-16,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-04-16,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-04-16,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-04-16,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-04-16,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-04-16,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-04-16,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-04-16,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-04-16,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-04-16,absent
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-04-16,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-04-16,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-04-16,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-04-16,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-04-16,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-04-16,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-04-16,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-04-16,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-04-16,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-04-16,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-04-16,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-04-16,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-04-16,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-04-16,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-04-16,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-04-16,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-04-16,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-04-16,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-04-16,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-04-16,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-04-16,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-04-16,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-04-16,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-04-16,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-04-16,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-04-16,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-04-16,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-04-16,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-04-17,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-04-17,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-04-17,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-04-17,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-04-17,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-04-17,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-04-17,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-04-17,absent
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-04-17,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-04-17,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-04-17,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-04-17,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-04-17,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-04-17,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-04-17,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-04-17,absent
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-04-17,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-04-17,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-04-17,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-04-17,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-04-17,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-04-17,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-04-17,excused
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-04-17,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-04-17,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-04-17,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-04-17,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-04-17,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-04-17,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-04-17,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-04-17,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-04-17,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-04-17,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-04-17,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-04-17,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-04-17,absent
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-04-17,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-04-17,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-04-17,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-04-17,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-04-17,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-04-17,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-04-17,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-04-17,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-04-17,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-04-18,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-04-18,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-04-18,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-04-18,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-04-18,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-04-18,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-04-18,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-04-18,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-04-18,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-04-18,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-04-18,late
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-04-18,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-04-18,absent
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-04-18,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-04-18,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-04-18,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-04-18,absent
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-04-18,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-04-18,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-04-18,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-04-18,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-04-18,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-04-18,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-04-18,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-04-18,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-04-18,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-04-18,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-04-18,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-04-18,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-04-18,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-04-18,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-04-18,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-04-18,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-04-18,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-04-18,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-04-18,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-04-18,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-04-18,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-04-18,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-04-18,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-04-18,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-04-18,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-04-18,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-04-18,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-04-18,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-04-21,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-04-21,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-04-21,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-04-21,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-04-21,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-04-21,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-04-21,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-04-21,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-04-21,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-04-21,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-04-21,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-04-21,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-04-21,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-04-21,absent
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-04-21,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-04-21,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-04-21,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-04-21,late
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-04-21,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-04-21,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-04-21,present
